Format: index, leftIndex, rightIndex, class - uX, uY, vX, vY, thresh - Score
2125, 3582, 3583, -1 - -29, -10, -13, -33, -17.813654 - 0.811278
2126, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
2127, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
2128, 3584, 3585, -1 - 18, -9, -13, 1, -72.283090 - 1.000000
2129, 0, 0, 9 - 0, 0, 0, 0, 0.000000 - 0.000000
2130, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
2131, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
2132, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
2133, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
2134, 3586, 3587, -1 - -30, 45, -13, 9, 5.758843 - 0.988699
2135, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
2136, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2137, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
2138, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2139, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
2140, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2141, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2142, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2143, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2144, 3588, 3589, -1 - 15, -5, -17, -39, -48.881497 - 0.977418
2145, 3590, 3591, -1 - 0, 0, 49, -24, -40.684225 - 0.085743
2146, 3592, 3593, -1 - -32, 22, -1, 23, 69.286172 - 0.222285
2147, 3594, 3595, -1 - 46, -6, 25, -31, -34.916227 - 0.918296
2148, 3596, 3597, -1 - 20, 52, -18, -5, -14.859462 - 0.693127
2149, 3598, 3599, -1 - 17, -1, 1, 1, 48.844874 - 0.391244
2150, 3600, 3601, -1 - 4, -23, 22, -25, 72.777490 - 0.187176
2151, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2152, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2153, 3602, 3603, -1 - -18, 20, 41, 23, 55.778680 - 0.731072
2154, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2155, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2156, 3604, 3605, -1 - 38, 4, -42, 0, 19.315165 - 0.957554
2157, 3606, 3607, -1 - 33, -19, 38, 37, -58.537553 - 0.029985
2158, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2159, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2160, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2161, 3608, 3609, -1 - -29, -10, -13, -33, -17.813654 - 0.337290
2162, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2163, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2164, 0, 0, 12 - 0, 0, 0, 0, 0.000000 - 0.000000
2165, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2166, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2167, 3610, 3611, -1 - 38, 45, 2, -15, -8.987701 - 1.000000
2168, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2169, 3612, 3613, -1 - 19, -19, -37, -14, 82.586138 - 0.137385
2170, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2171, 3614, 3615, -1 - 16, 25, -13, -2, 7.345805 - 0.831038
2172, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2173, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2174, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2175, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2176, 3616, 3617, -1 - -32, 22, -1, 23, 69.286172 - 0.918296
2177, 3618, 3619, -1 - -30, -24, 13, 33, -95.861690 - 1.000000
2178, 3620, 3621, -1 - 17, -1, 1, 1, 48.844874 - 1.000000
2179, 3622, 3623, -1 - 0, 0, 49, -24, -40.684225 - 1.000000
2180, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2181, 3624, 3625, -1 - -58, -5, -9, -5, 14.590899 - 0.811278
2182, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2183, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2184, 3626, 3627, -1 - 34, 42, 11, -13, 18.320261 - 0.361837
2185, 3628, 3629, -1 - -29, -10, -13, -33, -17.813654 - 0.353359
2186, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2187, 3630, 3631, -1 - -38, -10, 11, -18, -41.740165 - 0.178007
2188, 3632, 3633, -1 - 15, -14, 17, -45, -20.645772 - 0.621011
2189, 3634, 3635, -1 - -46, -37, -26, -31, -60.039064 - 0.334322
2190, 3636, 3637, -1 - -3, 39, -36, 30, 15.646840 - 0.881291
2191, 3638, 3639, -1 - 46, -6, 25, -31, -34.916227 - 0.945660
2192, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2193, 3640, 3641, -1 - 0, 0, 49, -24, -40.684225 - 0.811278
2194, 3642, 3643, -1 - -47, -18, 0, 1, -12.613300 - 0.664311
2195, 3644, 3645, -1 - -22, -28, -17, 5, -2.255318 - 0.890492
2196, 3646, 3647, -1 - 5, 18, -3, -6, -98.718223 - 0.881291
2197, 3648, 3649, -1 - 21, -23, 33, -34, -93.438520 - 0.062381
2198, 3650, 3651, -1 - -28, 34, 37, 26, 13.968322 - 0.603078
2199, 3652, 3653, -1 - 55, 1, 42, -23, 60.667745 - 0.373609
2200, 3654, 3655, -1 - -5, -40, -26, 22, 66.283151 - 0.681904
2201, 3656, 3657, -1 - 37, 30, -49, -25, 62.804041 - 0.904381
2202, 3658, 3659, -1 - -42, 28, 8, -23, 62.401196 - 0.981941
2203, 3660, 3661, -1 - 27, -18, -1, -18, 16.483047 - 0.509516
2204, 3662, 3663, -1 - -52, 9, 18, 4, -29.606006 - 0.123157
2205, 3664, 3665, -1 - 46, 3, 7, -52, -84.398938 - 0.634428
2206, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
2207, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2208, 3666, 3667, -1 - 4, 33, -48, 2, 15.683462 - 0.543564
2209, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2210, 3668, 3669, -1 - 32, -29, -11, 15, 34.452345 - 0.981941
2211, 3670, 3671, -1 - -19, -11, 2, -19, -92.577898 - 0.036664
2212, 3672, 3673, -1 - 22, -21, -29, -34, 83.318583 - 0.185125
2213, 3674, 3675, -1 - -44, -6, -24, 0, 33.817560 - 0.235193
2214, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
2215, 3676, 3677, -1 - 46, -6, 25, -31, -34.916227 - 0.543564
2216, 3678, 3679, -1 - 18, -9, -13, 1, -72.283090 - 0.133040
2217, 3680, 3681, -1 - -2, -2, -18, -24, -11.868648 - 1.000000
2218, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
2219, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2220, 3682, 3683, -1 - 27, 46, 50, 17, -74.932096 - 0.589764
2221, 3684, 3685, -1 - 12, 15, 56, -10, -18.521683 - 0.133236
2222, 3686, 3687, -1 - -10, -4, -33, 7, 89.153722 - 0.365450
2223, 3688, 3689, -1 - 0, 0, 49, -24, -40.684225 - 0.845351
2224, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2225, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2226, 3690, 3691, -1 - -28, 25, 34, -11, -44.877468 - 0.918296
2227, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2228, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2229, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
2230, 3692, 3693, -1 - 21, -22, 14, 53, -79.308451 - 0.150871
2231, 3694, 3695, -1 - 12, -15, -24, -5, 87.401959 - 0.863121
2232, 3696, 3697, -1 - -44, -28, -21, 7, 13.608203 - 0.970951
2233, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2234, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2235, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2236, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2237, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
2238, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
2239, 3698, 3699, -1 - -10, 27, 15, -13, -35.160375 - 1.000000
2240, 3700, 3701, -1 - 17, -1, 1, 1, 48.844874 - 0.970951
2241, 3702, 3703, -1 - 17, -1, 1, 1, 48.844874 - 0.970951
2242, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2243, 3704, 3705, -1 - -29, -10, -13, -33, -17.813654 - 0.721928
2244, 3706, 3707, -1 - -48, 12, -2, 1, -2.273629 - 0.370420
2245, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2246, 3708, 3709, -1 - 22, -21, -29, -34, 83.318583 - 0.863121
2247, 3710, 3711, -1 - 17, -1, 1, 1, 48.844874 - 0.543564
2248, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2249, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2250, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2251, 3712, 3713, -1 - -29, -10, -13, -33, -17.813654 - 1.000000
2252, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
2253, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
2254, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2255, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2256, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2257, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2258, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
2259, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
2260, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
2261, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
2262, 3714, 3715, -1 - -41, -8, 25, -15, 23.685415 - 0.672295
2263, 3716, 3717, -1 - -18, 33, 42, -24, 24.448378 - 0.327445
2264, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
2265, 3718, 3719, -1 - 7, -28, -27, 16, -48.051393 - 0.519964
2266, 3720, 3721, -1 - 37, 20, 5, 16, -88.457900 - 0.024932
2267, 3722, 3723, -1 - 15, -49, -4, 0, 80.205695 - 0.749595
2268, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2269, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
2270, 3724, 3725, -1 - -15, -48, 35, -16, 26.859340 - 0.468996
2271, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
2272, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
2273, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2274, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
2275, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
2276, 0, 0, 12 - 0, 0, 0, 0, 0.000000 - 0.000000
2277, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
2278, 0, 0, 12 - 0, 0, 0, 0, 0.000000 - 0.000000
2279, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2280, 3726, 3727, -1 - 0, 0, 49, -24, -40.684225 - 0.721928
2281, 3728, 3729, -1 - 23, 5, 46, -25, -87.926878 - 0.559143
2282, 3730, 3731, -1 - -17, -12, -38, -19, 67.876217 - 0.148549
2283, 3732, 3733, -1 - 0, 0, 49, -24, -40.684225 - 0.721928
2284, 3734, 3735, -1 - 0, -55, 46, -35, -85.839412 - 0.764204
2285, 3736, 3737, -1 - 0, 0, 49, -24, -40.684225 - 0.503258
2286, 3738, 3739, -1 - -7, 0, -30, -37, 30.430006 - 0.918296
2287, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
2288, 3740, 3741, -1 - 0, 0, 49, -24, -40.684225 - 0.991076
2289, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
2290, 3742, 3743, -1 - -32, 22, -1, 23, 69.286172 - 0.123392
2291, 3744, 3745, -1 - 35, -35, 24, 5, -22.727134 - 1.000000
2292, 3746, 3747, -1 - 0, -55, 46, -35, -85.839412 - 0.195909
2293, 3748, 3749, -1 - -58, -5, -9, -5, 14.590899 - 0.749595
2294, 3750, 3751, -1 - -8, -46, -36, 5, 31.919309 - 0.949452
2295, 3752, 3753, -1 - -28, 25, 34, -11, -44.877468 - 0.764204
2296, 3754, 3755, -1 - 0, -55, 46, -35, -85.839412 - 0.961237
2297, 3756, 3757, -1 - 11, 3, 8, 50, -91.039766 - 0.432149
2298, 3758, 3759, -1 - -34, -26, -22, -29, -2.359081 - 0.380947
2299, 3760, 3761, -1 - 8, 7, 1, 47, -60.893582 - 0.995727
2300, 3762, 3763, -1 - -29, -10, -13, -33, -17.813654 - 1.000000
2301, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2302, 3764, 3765, -1 - 17, -1, 1, 1, 48.844874 - 0.092277
2303, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
2304, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2305, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
2306, 3766, 3767, -1 - 21, -18, -29, 15, 38.273263 - 1.000000
2307, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
2308, 3768, 3769, -1 - 8, -8, 37, -13, -78.765221 - 0.494183
2309, 3770, 3771, -1 - 17, -1, 1, 1, 48.844874 - 0.258019
2310, 3772, 3773, -1 - 34, -40, 56, 5, -56.608783 - 0.873051
2311, 3774, 3775, -1 - -17, 50, -54, 2, 45.945616 - 0.356992
2312, 3776, 3777, -1 - -16, 19, 19, 7, 51.561022 - 0.870865
2313, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
2314, 3778, 3779, -1 - 17, -1, 1, 1, 48.844874 - 1.000000
2315, 3780, 3781, -1 - -36, -39, 46, -14, -74.242378 - 0.043424
2316, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2317, 3782, 3783, -1 - 46, -6, 25, -31, -34.916227 - 0.396628
2318, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2319, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2320, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2321, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
2322, 3784, 3785, -1 - 36, -37, -3, -34, 4.794458 - 0.080213
2323, 3786, 3787, -1 - 10, -34, 38, -9, 29.703665 - 0.535274
2324, 3788, 3789, -1 - 18, 0, -37, -31, -24.942778 - 0.599018
2325, 3790, 3791, -1 - 0, -23, -7, 8, 64.030885 - 0.503258
2326, 3792, 3793, -1 - 8, -8, -5, -23, -55.973998 - 0.059831
2327, 3794, 3795, -1 - -4, -37, -41, -30, 49.540696 - 0.572787
2328, 3796, 3797, -1 - 40, 42, 46, 0, 86.034730 - 0.475976
2329, 3798, 3799, -1 - -1, -2, 33, -25, -51.512192 - 0.323065
2330, 3800, 3801, -1 - 7, -22, 38, -18, 92.724387 - 0.107727
2331, 3802, 3803, -1 - 8, -26, 11, -45, 83.806879 - 0.020266
2332, 3804, 3805, -1 - 11, 36, 6, 9, 61.095004 - 0.877962
2333, 3806, 3807, -1 - 10, -2, 37, 22, -42.765587 - 0.241276
2334, 3808, 3809, -1 - 18, -9, -13, 1, -72.283090 - 0.125658
2335, 3810, 3811, -1 - -32, 22, -1, 23, 69.286172 - 0.918296
2336, 3812, 3813, -1 - -15, -22, -18, 49, 65.446944 - 0.491237
2337, 3814, 3815, -1 - -15, 5, 21, 36, -65.654469 - 0.918296
2338, 3816, 3817, -1 - -28, -9, -7, -2, 34.299753 - 0.343915
2339, 3818, 3819, -1 - 0, 6, 29, 2, -90.618610 - 0.689872
2340, 3820, 3821, -1 - 5, 8, 3, 17, 33.793146 - 0.152329
2341, 3822, 3823, -1 - 18, -53, 10, -31, 4.251228 - 0.865745
2342, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2343, 3824, 3825, -1 - 17, -1, 1, 1, 48.844874 - 0.918296
2344, 3826, 3827, -1 - 12, 15, 56, -10, -18.521683 - 1.000000
2345, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2346, 3828, 3829, -1 - 44, 21, -16, 8, 34.488968 - 0.148665
2347, 3830, 3831, -1 - 0, 23, -40, -44, -90.881069 - 0.654189
2348, 3832, 3833, -1 - 25, -9, 32, 2, 5.105747 - 0.073410
2349, 3834, 3835, -1 - 36, 11, 1, 0, 99.945067 - 0.018371
2350, 3836, 3837, -1 - 18, -53, 10, -31, 4.251228 - 0.788201
2351, 3838, 3839, -1 - 46, 10, -12, 14, 0.863674 - 0.119746
2352, 3840, 3841, -1 - -35, -20, -4, -4, 41.770684 - 0.532835
2353, 3842, 3843, -1 - -27, 0, 24, 52, -66.350291 - 0.045800
2354, 3844, 3845, -1 - 5, -28, -2, 19, -10.196234 - 0.363862
2355, 3846, 3847, -1 - 11, 15, 3, -11, 78.771325 - 0.804252
2356, 3848, 3849, -1 - 20, -41, -24, 21, 31.693472 - 0.986787
2357, 3850, 3851, -1 - 33, -6, -1, -4, 24.076052 - 0.131744
2358, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2359, 3852, 3853, -1 - 17, -1, 1, 1, 48.844874 - 0.811278
2360, 3854, 3855, -1 - 24, -19, -29, -7, -79.400006 - 0.650022
2361, 3856, 3857, -1 - 35, 12, 11, -22, -89.391766 - 0.218255
2362, 3858, 3859, -1 - 0, -3, -23, 11, -8.944975 - 0.996792
2363, 3860, 3861, -1 - -44, -28, -21, 7, 13.608203 - 0.629372
2364, 3862, 3863, -1 - 0, 0, 49, -24, -40.684225 - 0.353359
2365, 3864, 3865, -1 - -52, 7, 29, -40, 39.890744 - 0.287853
2366, 3866, 3867, -1 - 29, 4, -29, -10, -48.240608 - 0.493393
2367, 3868, 3869, -1 - -54, 22, 34, 12, 53.349406 - 0.289986
2368, 3870, 3871, -1 - 17, -1, 1, 1, 48.844874 - 0.764204
2369, 3872, 3873, -1 - -32, 22, -1, 23, 69.286172 - 0.954434
2370, 3874, 3875, -1 - -9, -32, 20, -35, -25.260170 - 0.970951
2371, 3876, 3877, -1 - 15, 25, 47, 8, -60.600604 - 0.056346
2372, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2373, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
2374, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
2375, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
2376, 3878, 3879, -1 - -19, 14, 45, -37, 15.927610 - 0.218321
2377, 3880, 3881, -1 - -30, -23, 9, -13, 4.928739 - 0.569844
2378, 3882, 3883, -1 - 0, 0, 49, -24, -40.684225 - 1.000000
2379, 0, 0, 5 - 0, 0, 0, 0, 0.000000 - 0.000000
2380, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2381, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
2382, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
2383, 3884, 3885, -1 - -32, 22, -1, 23, 69.286172 - 0.995727
2384, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
2385, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
2386, 3886, 3887, -1 - -25, -30, -38, 36, -65.923032 - 0.153742
2387, 3888, 3889, -1 - 24, -6, 0, 1, -4.129154 - 0.918296
2388, 0, 0, 8 - 0, 0, 0, 0, 0.000000 - 0.000000
2389, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2390, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
2391, 3890, 3891, -1 - -1, -13, -14, -29, 76.946318 - 0.051791
2392, 0, 0, 19 - 0, 0, 0, 0, 0.000000 - 0.000000
2393, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
2394, 3892, 3893, -1 - 12, 15, 56, -10, -18.521683 - 0.918296
2395, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2396, 3894, 3895, -1 - -13, -13, -9, 1, 74.169134 - 0.976021
2397, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2398, 3896, 3897, -1 - 1, -28, -7, 16, -90.758995 - 0.970951
2399, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
2400, 3898, 3899, -1 - 24, -15, 49, -25, -57.377850 - 0.578795
2401, 3900, 3901, -1 - -10, -54, 0, 0, 76.097903 - 0.905928
2402, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
2403, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2404, 3902, 3903, -1 - -41, -36, -23, 11, -63.884396 - 0.805838
2405, 3904, 3905, -1 - -20, -10, -1, 0, 70.574053 - 0.044174
2406, 3906, 3907, -1 - -28, 25, 34, -11, -44.877468 - 1.000000
2407, 3908, 3909, -1 - -8, -3, -11, -45, 76.970733 - 0.531098
2408, 3910, 3911, -1 - 7, -7, -15, -9, -46.641438 - 0.310952
2409, 3912, 3913, -1 - 6, 4, 50, 15, -36.387219 - 0.440217
2410, 3914, 3915, -1 - 29, -45, 47, -30, 5.795465 - 0.146088
2411, 3916, 3917, -1 - -25, -27, 41, -33, 40.873440 - 0.332583
2412, 3918, 3919, -1 - 44, 9, 33, 47, -62.236396 - 0.759796
2413, 3920, 3921, -1 - -7, -4, -31, -5, -1.803644 - 0.314850
2414, 3922, 3923, -1 - -44, 5, 3, -13, 8.096561 - 0.915463
2415, 3924, 3925, -1 - -55, 16, -34, -6, 68.370617 - 0.836641
2416, 3926, 3927, -1 - 4, -28, -10, 39, -80.230110 - 0.047569
2417, 3928, 3929, -1 - 16, -21, -44, 6, -57.359539 - 0.721928
2418, 3930, 3931, -1 - -27, -8, 14, -7, 35.782952 - 0.033404
2419, 3932, 3933, -1 - 14, -37, -43, -4, -15.506455 - 0.907166
2420, 3934, 3935, -1 - -10, -52, 20, -44, 69.335002 - 0.797327
2421, 3936, 3937, -1 - 31, 42, -4, 9, 27.506333 - 0.978449
2422, 3938, 3939, -1 - 6, -2, -7, -3, -9.323405 - 0.136059
2423, 3940, 3941, -1 - -12, -42, -5, 0, 36.765648 - 0.598529
2424, 3942, 3943, -1 - -37, 4, -11, 25, -34.354686 - 0.886541
2425, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2426, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
2427, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
2428, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2429, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2430, 3944, 3945, -1 - -29, -10, -13, -33, -17.813654 - 0.591673
2431, 3946, 3947, -1 - 54, 18, 45, 4, 50.401318 - 0.591673
2432, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2433, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
2434, 3948, 3949, -1 - 0, 0, 49, -24, -40.684225 - 0.543564
2435, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2436, 3950, 3951, -1 - -7, 43, -2, -45, 73.100986 - 0.856325
2437, 3952, 3953, -1 - 12, 32, 11, -11, 89.062166 - 0.323424
2438, 3954, 3955, -1 - 16, 2, 34, -11, -29.752495 - 0.721928
2439, 3956, 3957, -1 - -8, 8, 15, -40, 28.934599 - 0.731257
2440, 3958, 3959, -1 - 1, -38, 13, -47, -42.368847 - 0.651129
2441, 3960, 3961, -1 - -39, -1, -44, 18, -76.879177 - 0.974025
2442, 3962, 3963, -1 - 11, -39, -30, -26, 50.492874 - 0.476805
2443, 3964, 3965, -1 - -4, 8, 22, 47, -64.079714 - 0.088507
2444, 3966, 3967, -1 - -46, 19, 42, 28, -94.207587 - 0.751161
2445, 3968, 3969, -1 - -10, 27, 15, -13, -35.160375 - 0.522559
2446, 3970, 3971, -1 - 18, -21, -14, -15, 81.072420 - 0.789544
2447, 3972, 3973, -1 - -3, -32, 12, -28, 34.940641 - 0.845858
2448, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
2449, 3974, 3975, -1 - 5, -44, -27, 14, 66.826380 - 0.151235
2450, 3976, 3977, -1 - -8, -46, -36, 5, 31.919309 - 0.811278
2451, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
2452, 3978, 3979, -1 - 18, 0, -37, -31, -24.942778 - 0.258019
2453, 3980, 3981, -1 - -2, 6, 55, -17, -54.649495 - 0.602431
2454, 3982, 3983, -1 - -9, -49, 46, -23, 13.791314 - 0.174639
2455, 3984, 3985, -1 - -1, 7, 6, -6, 1.382488 - 0.743476
2456, 3986, 3987, -1 - -4, -15, -7, 9, 7.382427 - 0.200555
2457, 3988, 3989, -1 - -24, -10, 0, 44, 13.327433 - 0.021321
2458, 3990, 3991, -1 - -11, 20, -5, -32, -54.307688 - 0.439497
2459, 0, 0, 6 - 0, 0, 0, 0, 0.000000 - 0.000000
2460, 0, 0, 7 - 0, 0, 0, 0, 0.000000 - 0.000000
2461, 3992, 3993, -1 - 0, 0, -1, -35, 53.544725 - 0.881291
2462, 3994, 3995, -1 - 17, -1, 1, 1, 48.844874 - 0.985228
2463, 3996, 3997, -1 - 12, 15, 56, -10, -18.521683 - 0.266765
2464, 0, 0, 9 - 0, 0, 0, 0, 0.000000 - 0.000000
2465, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
2466, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
2467, 3998, 3999, -1 - -4, -11, -36, 32, 67.265847 - 0.964079
2468, 4000, 4001, -1 - 1, -5, 41, -20, -48.002564 - 0.985228
2469, 4002, 4003, -1 - 46, -6, 25, -31, -34.916227 - 0.235193
2470, 4004, 4005, -1 - -41, 26, -26, 37, -26.291696 - 0.282631
2471, 4006, 4007, -1 - -11, -2, 42, 20, -10.629597 - 0.605914
2472, 4008, 4009, -1 - -6, -3, 36, 44, -51.377911 - 0.236161
2473, 4010, 4011, -1 - -8, -34, 5, -9, 33.030183 - 0.019561
2474, 4012, 4013, -1 - 16, 2, 34, -11, -29.752495 - 0.629050
2475, 4014, 4015, -1 - -28, 5, 58, 5, -35.947752 - 0.683990
2476, 4016, 4017, -1 - 5, -6, -48, -28, -99.182104 - 0.209122
2477, 4018, 4019, -1 - 44, -14, 0, 0, 11.484115 - 0.434475
2478, 4020, 4021, -1 - -7, 6, 21, 33, -58.616901 - 0.282974
2479, 4022, 4023, -1 - 6, 1, -34, 6, 12.582781 - 0.430419
